,year_film,year_ceremony,ceremony,film,winner,original_language,original_title,release_date,vote_average,genre,rating,duration,era
392,1994,1995,67,Pulp Fiction,False,en,Pulp Fiction,1994-09-10,8.489,"['Thriller', 'Crime']",8.9,154.0,Modern Era
393,1994,1995,67,Quiz Show,False,en,Quiz Show,1994-08-25,7.266,"['History', 'Drama', 'Mystery']",7.5,133.0,Modern Era
394,1994,1995,67,The Shawshank Redemption,False,en,The Shawshank Redemption,1994-09-23,8.71,"['Drama', 'Crime']",9.3,142.0,Modern Era
395,1995,1996,68,Apollo 13,False,en,Apollo 13,1995-06-30,7.449,"['Drama', 'History']",7.7,140.0,Modern Era
396,1995,1996,68,Babe,False,en,Babe,1995-07-18,6.191,"['Fantasy', 'Drama', 'Comedy', 'Family']",6.9,91.0,Modern Era
397,1995,1996,68,Braveheart,True,en,Braveheart,1995-05-24,7.936,"['Action', 'Drama', 'History', 'War']",8.3,178.0,Modern Era
398,1995,1996,68,The Postman,False,it,Il postino,1994-04-07,7.935,"['Comedy', 'Drama', 'Romance']",7.8,108.0,Modern Era
399,1995,1996,68,Sense and Sensibility,False,en,Sense and Sensibility,1995-12-13,7.437,"['Drama', 'Romance']",7.7,136.0,Modern Era
400,1996,1997,69,The English Patient,True,en,The English Patient,1996-11-14,7.174,"['Drama', 'Romance', 'War']",7.4,162.0,Modern Era
401,1996,1997,69,Fargo,False,en,Fargo,1996-03-08,7.865,"['Crime', 'Drama', 'Thriller']",8.1,98.0,Modern Era
402,1996,1997,69,Jerry Maguire,False,en,Jerry Maguire,1996-12-13,6.951,"['Comedy', 'Drama', 'Romance']",7.3,139.0,Modern Era
403,1996,1997,69,Secrets & Lies,False,en,Secrets & Lies,1996-05-24,7.558,['Drama'],8.0,136.0,Modern Era
404,1996,1997,69,Shine,False,en,Shine,1996-08-15,7.363,['Drama'],7.6,105.0,Modern Era
405,1997,1998,70,As Good as It Gets,False,en,As Good as It Gets,1997-12-19,7.4,"['Drama', 'Comedy', 'Romance']",7.7,139.0,Modern Era
406,1997,1998,70,The Full Monty,False,en,The Full Monty,1997-08-13,6.986,['Comedy'],7.2,91.0,Modern Era
407,1997,1998,70,Good Will Hunting,False,en,Good Will Hunting,1997-12-05,8.153,['Drama'],8.3,126.0,Modern Era
408,1997,1998,70,L.A. Confidential,False,en,L.A. Confidential,1997-09-19,7.788,"['Crime', 'Mystery', 'Thriller']",8.2,138.0,Modern Era
409,1997,1998,70,Titanic,True,en,Titanic,1997-11-18,7.902,"['Drama', 'Romance']",7.9,194.0,Modern Era
410,1998,1999,71,Elizabeth,False,en,Elizabeth,1998-09-13,7.174,"['Drama', 'History']",7.4,124.0,Modern Era
411,1998,1999,71,Life Is Beautiful,False,it,La vita è bella,1997-12-20,8.456,"['Comedy', 'Drama']",8.6,116.0,Modern Era
412,1998,1999,71,Saving Private Ryan,False,en,Saving Private Ryan,1998-07-24,8.212,"['Drama', 'History', 'War']",8.6,169.0,Modern Era
413,1998,1999,71,Shakespeare in Love,True,en,Shakespeare in Love,1998-12-11,6.9,"['Romance', 'History', 'Comedy']",7.1,123.0,Modern Era
414,1998,1999,71,The Thin Red Line,False,en,The Thin Red Line,1998-12-23,7.444,"['Drama', 'History', 'War']",7.6,170.0,Modern Era
415,1999,2000,72,American Beauty,True,en,American Beauty,1999-09-15,8.019,['Drama'],8.3,122.0,Modern Era
416,1999,2000,72,The Cider House Rules,False,en,The Cider House Rules,1999-12-17,7.02,['Drama'],7.4,126.0,Modern Era
417,1999,2000,72,The Green Mile,False,en,The Green Mile,1999-12-10,8.51,"['Fantasy', 'Drama', 'Crime']",8.6,189.0,Modern Era
418,1999,2000,72,The Insider,False,en,The Insider,1999-10-28,7.463,"['Drama', 'Thriller']",7.8,157.0,Modern Era
419,1999,2000,72,The Sixth Sense,False,en,The Sixth Sense,1999-08-06,7.947,"['Mystery', 'Thriller', 'Drama']",8.2,107.0,Modern Era
420,2000,2001,73,Chocolat,False,en,Chocolat,2000-12-22,6.966,"['Comedy', 'Drama', 'Romance']",7.3,121.0,New Millennium
421,2000,2001,73,"Crouching Tiger, Hidden Dragon",False,zh,卧虎藏龍,2000-07-06,7.415,"['Adventure', 'Drama', 'Action', 'Romance']",7.9,120.0,New Millennium
422,2000,2001,73,Erin Brockovich,False,en,Erin Brockovich,2000-03-17,7.427,['Drama'],7.4,131.0,New Millennium
423,2000,2001,73,Gladiator,True,en,Gladiator,2000-05-04,8.213,"['Action', 'Drama', 'Adventure']",8.5,155.0,New Millennium
424,2000,2001,73,Traffic,False,en,Traffic,2000-12-27,7.0,"['Thriller', 'Drama', 'Crime']",7.6,147.0,New Millennium
425,2001,2002,74,A Beautiful Mind,True,en,A Beautiful Mind,2001-12-14,7.855,"['Drama', 'Romance']",8.2,135.0,New Millennium
426,2001,2002,74,Gosford Park,False,en,Gosford Park,2001-11-07,6.843,"['Drama', 'Mystery', 'Thriller']",7.2,137.0,New Millennium
427,2001,2002,74,In the Bedroom,False,en,In the Bedroom,2001-11-23,6.919,"['Drama', 'Thriller']",7.4,131.0,New Millennium
428,2001,2002,74,The Lord of the Rings: The Fellowship of the Ring,False,en,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,8.407,"['Adventure', 'Fantasy', 'Action']",8.9,178.0,New Millennium
429,2001,2002,74,Moulin Rouge!,False,en,Moulin Rouge!,2001-05-24,7.574,"['Drama', 'Romance', 'Music']",7.6,127.0,New Millennium
430,2002,2003,75,Chicago,True,en,Chicago,2002-12-10,7.1,"['Comedy', 'Crime', 'Drama']",7.2,113.0,New Millennium
431,2002,2003,75,Gangs of New York,False,en,Gangs of New York,2002-12-14,7.319,"['Drama', 'History', 'Crime']",7.5,167.0,New Millennium
432,2002,2003,75,The Hours,False,en,The Hours,2002-12-27,7.289,['Drama'],7.5,110.0,New Millennium
433,2002,2003,75,The Lord of the Rings: The Two Towers,False,en,The Lord of the Rings: The Two Towers,2002-12-18,8.389,"['Adventure', 'Fantasy', 'Action']",8.8,179.0,New Millennium
434,2002,2003,75,The Pianist,False,en,The Pianist,2002-09-17,8.384,"['Drama', 'War']",8.5,150.0,New Millennium
435,2003,2004,76,The Lord of the Rings: The Return of the King,True,en,The Lord of the Rings: The Return of the King,2003-12-01,8.476,"['Adventure', 'Fantasy', 'Action']",9.0,201.0,New Millennium
436,2003,2004,76,Lost in Translation,False,en,Lost in Translation,2003-09-18,7.391,"['Drama', 'Romance']",7.7,102.0,New Millennium
437,2003,2004,76,Master and Commander: The Far Side of the World,False,en,Master and Commander: The Far Side of the World,2003-11-14,7.138,"['Adventure', 'Drama', 'War']",7.5,138.0,New Millennium
438,2003,2004,76,Mystic River,False,en,Mystic River,2003-03-03,7.745,"['Thriller', 'Crime', 'Drama', 'Mystery']",7.9,138.0,New Millennium
439,2003,2004,76,Seabiscuit,False,en,Seabiscuit,2003-07-22,7.012,"['Drama', 'History']",7.3,140.0,New Millennium
440,2004,2005,77,The Aviator,False,en,The Aviator,2004-12-17,7.227,['Drama'],7.5,170.0,New Millennium
441,2004,2005,77,Finding Neverland,False,en,Finding Neverland,2004-10-17,7.321,"['Drama', 'Documentary']",7.7,106.0,New Millennium
442,2004,2005,77,Million Dollar Baby,True,en,Million Dollar Baby,2004-12-15,7.951,['Drama'],8.1,132.0,New Millennium
443,2004,2005,77,Ray,False,en,Ray,2004-10-29,7.437,"['Drama', 'Music']",7.7,152.0,New Millennium
444,2004,2005,77,Sideways,False,en,Sideways,2004-10-22,7.094,"['Comedy', 'Drama', 'Romance']",7.5,127.0,New Millennium
445,2005,2006,78,Brokeback Mountain,False,en,Brokeback Mountain,2005-09-10,7.798,"['Drama', 'Romance']",7.7,134.0,New Millennium
446,2005,2006,78,Capote,False,en,Capote,2005-09-30,6.991,"['Crime', 'Drama']",7.3,114.0,New Millennium
447,2005,2006,78,Crash,True,en,Crash,2005-05-06,7.227,['Drama'],7.7,112.0,New Millennium
448,2005,2006,78,"Good Night, and Good Luck.",False,en,"Good Night, and Good Luck.",2005-09-16,7.085,"['Drama', 'History']",7.4,93.0,New Millennium
449,2005,2006,78,Munich,False,en,Munich,2005-12-23,7.145,"['Drama', 'Action', 'History', 'Thriller']",7.5,164.0,New Millennium
450,2006,2007,79,Babel,False,en,Babel,2006-10-26,7.182,['Drama'],7.5,143.0,New Millennium
451,2006,2007,79,The Departed,True,en,The Departed,2006-10-04,8.166,"['Drama', 'Thriller', 'Crime']",8.5,151.0,New Millennium
452,2006,2007,79,Letters from Iwo Jima,False,en,Letters from Iwo Jima,2006-12-19,7.462,"['Action', 'Drama', 'War']",7.8,141.0,New Millennium
453,2006,2007,79,Little Miss Sunshine,False,en,Little Miss Sunshine,2006-07-26,7.681,"['Comedy', 'Drama']",7.8,101.0,New Millennium
454,2006,2007,79,The Queen,False,en,The Queen,2006-09-15,6.958,"['Drama', 'History']",7.3,103.0,New Millennium
455,2007,2008,80,Atonement,False,en,Atonement,2007-09-07,7.651,"['Drama', 'Romance']",7.8,123.0,New Millennium
456,2007,2008,80,Juno,False,en,Juno,2007-12-05,7.049,"['Comedy', 'Drama', 'Romance']",7.5,96.0,New Millennium
457,2007,2008,80,Michael Clayton,False,en,Michael Clayton,2007-09-28,6.773,"['Drama', 'Thriller', 'Mystery', 'Crime']",7.2,119.0,New Millennium
458,2007,2008,80,No Country for Old Men,True,en,No Country for Old Men,2007-06-13,7.936,"['Crime', 'Drama', 'Thriller']",8.2,122.0,New Millennium
459,2007,2008,80,There Will Be Blood,False,en,There Will Be Blood,2007-12-26,8.083,['Drama'],8.2,158.0,New Millennium
460,2008,2009,81,The Curious Case of Benjamin Button,False,en,The Curious Case of Benjamin Button,2008-12-25,7.582,"['Drama', 'Fantasy', 'Romance']",7.8,166.0,New Millennium
461,2008,2009,81,Frost/Nixon,False,en,Frost/Nixon,2008-10-15,7.307,"['Drama', 'History']",7.7,122.0,New Millennium
462,2008,2009,81,Milk,False,en,Milk,2008-11-05,7.25,"['History', 'Drama']",7.5,128.0,New Millennium
463,2008,2009,81,The Reader,False,en,The Reader,2008-12-10,7.441,"['Drama', 'Romance']",7.6,124.0,New Millennium
464,2008,2009,81,Slumdog Millionaire,True,en,Slumdog Millionaire,2008-11-12,7.731,"['Drama', 'Romance']",8.0,120.0,New Millennium
465,2009,2010,82,Avatar,False,en,Avatar,2009-12-15,7.575,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",7.9,162.0,New Millennium
466,2009,2010,82,The Blind Side,False,en,The Blind Side,2009-11-20,7.693,['Drama'],7.6,129.0,New Millennium
467,2009,2010,82,District 9,False,en,District 9,2009-08-05,7.429,['Science Fiction'],7.9,112.0,New Millennium
468,2009,2010,82,An Education,False,en,An Education,2009-10-29,6.937,"['Drama', 'Romance']",7.3,100.0,New Millennium
469,2009,2010,82,The Hurt Locker,True,en,The Hurt Locker,2008-10-10,7.257,"['Drama', 'Thriller', 'War']",7.5,131.0,New Millennium
470,2009,2010,82,Inglourious Basterds,False,en,Inglourious Basterds,2009-08-02,8.216,"['Drama', 'Thriller', 'War']",8.4,153.0,New Millennium
471,2009,2010,82,Precious,False,en,Precious,2009-11-06,7.334,['Drama'],7.3,110.0,New Millennium
472,2009,2010,82,A Serious Man,False,en,A Serious Man,2009-09-30,6.746,"['Comedy', 'Drama']",7.0,106.0,New Millennium
473,2009,2010,82,Up,False,en,Up,2009-05-28,7.954,"['Animation', 'Comedy', 'Family', 'Adventure']",8.3,96.0,New Millennium
474,2009,2010,82,Up in the Air,False,en,Up in the Air,2009-09-05,6.86,"['Drama', 'Romance']",7.4,109.0,New Millennium
475,2010,2011,83,Black Swan,False,en,Black Swan,2010-12-03,7.677,"['Drama', 'Thriller', 'Horror']",8.0,108.0,New Millennium
476,2010,2011,83,The Fighter,False,en,The Fighter,2010-12-10,7.382,['Drama'],7.8,116.0,New Millennium
477,2010,2011,83,Inception,False,en,Inception,2010-07-15,8.367,"['Action', 'Science Fiction', 'Adventure']",8.8,148.0,New Millennium
478,2010,2011,83,The Kids Are All Right,False,en,The Kids Are All Right,2010-07-09,6.591,"['Comedy', 'Drama']",7.0,106.0,New Millennium
479,2010,2011,83,The King's Speech,True,en,The King's Speech,2010-11-26,7.741,"['Drama', 'History']",8.0,118.0,New Millennium
480,2010,2011,83,127 Hours,False,en,127 Hours,2010-11-12,7.075,"['Adventure', 'Drama', 'Thriller']",7.5,94.0,New Millennium
481,2010,2011,83,The Social Network,False,en,The Social Network,2010-10-01,7.363,['Drama'],7.8,120.0,New Millennium
482,2010,2011,83,Toy Story 3,False,en,Toy Story 3,2010-06-16,7.793,"['Animation', 'Family', 'Comedy']",8.3,103.0,New Millennium
483,2010,2011,83,True Grit,False,en,True Grit,2010-12-22,7.305,"['Drama', 'Adventure', 'Western']",7.6,110.0,New Millennium
484,2010,2011,83,Winter's Bone,False,en,Winter's Bone,2010-06-11,6.811,"['Drama', 'Mystery']",7.1,100.0,New Millennium
485,2011,2012,84,The Artist,True,fr,The Artist,2011-10-12,7.458,"['Drama', 'Comedy', 'Romance']",7.9,100.0,New Millennium
486,2011,2012,84,The Descendants,False,en,The Descendants,2011-09-09,6.833,"['Comedy', 'Drama']",7.3,115.0,New Millennium
487,2011,2012,84,Extremely Loud & Incredibly Close,False,en,Extremely Loud & Incredibly Close,2011-12-25,6.976,['Drama'],6.9,129.0,New Millennium
488,2011,2012,84,The Help,False,en,The Help,2011-08-09,8.205,['Drama'],8.1,146.0,New Millennium
489,2011,2012,84,Hugo,False,en,Hugo,2011-11-22,7.176,"['Adventure', 'Drama', 'Family']",7.5,126.0,New Millennium
490,2011,2012,84,Midnight in Paris,False,en,Midnight in Paris,2011-05-11,7.536,"['Fantasy', 'Comedy', 'Romance']",7.6,94.0,New Millennium
491,2011,2012,84,Moneyball,False,en,Moneyball,2011-09-23,7.269,['Drama'],7.6,133.0,New Millennium
492,2011,2012,84,The Tree of Life,False,en,The Tree of Life,2011-05-17,6.735,"['Drama', 'Fantasy']",6.8,139.0,New Millennium
493,2011,2012,84,War Horse,False,en,War Horse,2011-12-25,7.306,"['War', 'History', 'Drama', 'Adventure']",7.2,146.0,New Millennium
494,2012,2013,85,Amour,False,fr,Amour,2012-09-20,7.763,"['Drama', 'Romance']",7.9,127.0,New Millennium
495,2012,2013,85,Argo,True,en,Argo,2012-10-11,7.278,"['Drama', 'Thriller']",7.7,120.0,New Millennium
496,2012,2013,85,Beasts of the Southern Wild,False,en,Beasts of the Southern Wild,2012-06-29,6.816,"['Drama', 'Fantasy']",7.2,93.0,New Millennium
497,2012,2013,85,Django Unchained,False,en,Django Unchained,2012-12-25,8.174,"['Drama', 'Western']",8.5,165.0,New Millennium
498,2012,2013,85,Les Misérables,False,en,Les Misérables,2012-12-18,7.339,"['History', 'Drama']",7.5,158.0,New Millennium
499,2012,2013,85,Life of Pi,False,en,Life of Pi,2012-11-20,7.397,"['Adventure', 'Drama']",7.9,127.0,New Millennium
500,2012,2013,85,Lincoln,False,en,Lincoln,2012-11-09,6.863,"['History', 'Drama']",7.3,150.0,New Millennium
501,2012,2013,85,Silver Linings Playbook,False,en,Silver Linings Playbook,2012-11-16,7.134,"['Drama', 'Comedy', 'Romance']",7.7,122.0,New Millennium
502,2012,2013,85,Zero Dark Thirty,False,en,Zero Dark Thirty,2012-12-19,6.985,"['Thriller', 'Drama']",7.4,157.0,New Millennium
503,2013,2014,86,American Hustle,False,en,American Hustle,2013-12-03,6.853,"['Drama', 'Crime']",7.2,138.0,New Millennium
504,2013,2014,86,Captain Phillips,False,en,Captain Phillips,2013-10-10,7.55,"['Action', 'Drama', 'Thriller']",7.8,134.0,New Millennium
505,2013,2014,86,Dallas Buyers Club,False,en,Dallas Buyers Club,2013-11-01,7.932,"['Drama', 'History']",7.9,117.0,New Millennium
506,2013,2014,86,Gravity,False,en,Gravity,2013-10-03,7.162,"['Science Fiction', 'Thriller', 'Drama']",7.7,91.0,New Millennium
507,2013,2014,86,Her,False,en,Her,2013-12-18,7.86,"['Romance', 'Science Fiction', 'Drama']",8.0,126.0,New Millennium
508,2013,2014,86,Nebraska,False,en,Nebraska,2013-09-21,7.431,"['Drama', 'Adventure']",7.7,115.0,New Millennium
509,2013,2014,86,Philomena,False,en,Philomena,2013-11-01,7.362,['Drama'],7.6,98.0,New Millennium
510,2013,2014,86,12 Years a Slave,True,en,12 Years a Slave,2013-10-18,7.946,"['Drama', 'History']",8.1,134.0,New Millennium
511,2013,2014,86,The Wolf of Wall Street,False,en,The Wolf of Wall Street,2013-12-25,8.035,"['Crime', 'Drama', 'Comedy']",8.2,180.0,New Millennium
512,2014,2015,87,American Sniper,False,en,American Sniper,2014-12-25,7.429,"['War', 'Action']",7.3,133.0,New Millennium
513,2014,2015,87,Birdman or (The Unexpected Virtue of Ignorance),True,en,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,7.467,"['Drama', 'Comedy']",7.7,119.0,New Millennium
514,2014,2015,87,Boyhood,False,en,Boyhood,2014-06-05,7.5,['Drama'],7.9,165.0,New Millennium
515,2014,2015,87,The Grand Budapest Hotel,False,en,The Grand Budapest Hotel,2014-02-26,8.051,"['Comedy', 'Drama']",8.1,99.0,New Millennium
516,2014,2015,87,The Imitation Game,False,en,The Imitation Game,2014-11-14,8.008,"['History', 'Drama', 'Thriller', 'War']",8.0,114.0,New Millennium
517,2014,2015,87,Selma,False,en,Selma,2014-12-25,7.4,"['History', 'Drama']",7.5,128.0,New Millennium
518,2014,2015,87,The Theory of Everything,False,en,The Theory of Everything,2014-11-26,7.859,"['Drama', 'Romance']",7.7,123.0,New Millennium
519,2014,2015,87,Whiplash,False,en,Whiplash,2014-10-10,8.383,"['Drama', 'Music']",8.5,106.0,New Millennium
520,2015,2016,88,The Big Short,False,en,The Big Short,2015-12-11,7.348,"['Comedy', 'Drama']",7.8,130.0,New Millennium
521,2015,2016,88,Bridge of Spies,False,en,Bridge of Spies,2015-10-15,7.228,"['Thriller', 'Drama']",7.6,142.0,New Millennium
522,2015,2016,88,Brooklyn,False,en,Brooklyn,2015-10-20,7.311,"['Romance', 'Drama']",7.5,117.0,New Millennium
523,2015,2016,88,Mad Max: Fury Road,False,en,Mad Max: Fury Road,2015-05-13,7.586,"['Action', 'Adventure', 'Science Fiction']",8.1,120.0,New Millennium
524,2015,2016,88,The Martian,False,en,The Martian,2015-09-30,7.683,"['Drama', 'Adventure', 'Science Fiction']",8.0,144.0,New Millennium
525,2015,2016,88,The Revenant,False,en,The Revenant,2015-12-25,7.529,"['Western', 'Drama', 'Adventure']",8.0,156.0,New Millennium
526,2015,2016,88,Room,False,en,Room,2015-10-16,8.03,"['Drama', 'Thriller']",8.1,118.0,New Millennium
527,2015,2016,88,Spotlight,True,en,Spotlight,2015-11-06,7.816,"['Drama', 'History']",8.1,129.0,New Millennium
528,2016,2017,89,Arrival,False,en,Arrival,2016-11-10,7.593,"['Drama', 'Science Fiction', 'Mystery']",7.9,116.0,New Millennium
529,2016,2017,89,Fences,False,en,Fences,2016-12-16,6.875,['Drama'],7.2,139.0,New Millennium
530,2016,2017,89,Hacksaw Ridge,False,en,Hacksaw Ridge,2016-10-07,8.191,"['Drama', 'History', 'War']",8.1,139.0,New Millennium
531,2016,2017,89,Hell or High Water,False,en,Hell or High Water,2016-08-11,7.299,"['Western', 'Crime', 'Drama']",7.6,102.0,New Millennium
532,2016,2017,89,Hidden Figures,False,en,Hidden Figures,2016-12-10,8.057,"['Drama', 'History']",7.8,127.0,New Millennium
533,2016,2017,89,La La Land,False,en,La La Land,2016-11-29,7.901,"['Comedy', 'Drama', 'Romance', 'Music']",8.0,128.0,New Millennium
534,2016,2017,89,Lion,False,en,Lion,2016-11-24,8.08,['Drama'],8.0,118.0,New Millennium
535,2016,2017,89,Manchester by the Sea,False,en,Manchester by the Sea,2016-11-18,7.545,['Drama'],7.8,137.0,New Millennium
536,2016,2017,89,Moonlight,True,en,Moonlight,2016-10-21,7.391,['Drama'],7.4,111.0,New Millennium
537,2017,2018,90,Call Me by Your Name,False,en,Call Me by Your Name,2017-09-01,8.16,"['Romance', 'Drama']",7.8,132.0,New Millennium
538,2017,2018,90,Darkest Hour,False,en,Darkest Hour,2017-11-22,7.353,"['Drama', 'History']",7.4,125.0,New Millennium
539,2017,2018,90,Dunkirk,False,en,Dunkirk,2017-07-19,7.454,"['War', 'Action', 'Drama']",7.8,106.0,New Millennium
540,2017,2018,90,Get Out,False,en,Get Out,2017-02-24,7.617,"['Mystery', 'Thriller', 'Horror']",7.8,104.0,New Millennium
541,2017,2018,90,Lady Bird,False,en,Lady Bird,2017-09-01,7.271,"['Drama', 'Comedy']",7.4,94.0,New Millennium
542,2017,2018,90,Phantom Thread,False,en,Phantom Thread,2017-12-25,7.304,"['Drama', 'Romance']",7.4,130.0,New Millennium
543,2017,2018,90,The Post,False,en,The Post,2017-12-22,6.998,"['Drama', 'History']",7.2,116.0,New Millennium
544,2017,2018,90,The Shape of Water,True,en,The Shape of Water,2017-12-01,7.247,"['Drama', 'Fantasy', 'Romance']",7.3,123.0,New Millennium
545,2017,2018,90,"Three Billboards outside Ebbing, Missouri",False,en,"Three Billboards Outside Ebbing, Missouri",2017-12-01,8.08,"['Crime', 'Drama']",8.1,115.0,New Millennium
546,2018,2019,91,Black Panther,False,en,Black Panther,2018-02-13,7.387,"['Action', 'Adventure', 'Science Fiction']",7.3,134.0,New Millennium
547,2018,2019,91,BlacKkKlansman,False,en,BlacKkKlansman,2018-08-09,7.517,"['Comedy', 'Crime', 'Drama', 'History']",7.5,135.0,New Millennium
548,2018,2019,91,Bohemian Rhapsody,False,en,Bohemian Rhapsody,2018-10-24,8.0,"['Music', 'Drama']",7.9,134.0,New Millennium
549,2018,2019,91,The Favourite,False,en,The Favourite,2018-11-23,7.5,"['Drama', 'Comedy', 'Thriller']",7.5,119.0,New Millennium
550,2018,2019,91,Green Book,True,en,Green Book,2018-11-16,8.243,"['Drama', 'History']",8.2,130.0,New Millennium
551,2018,2019,91,Roma,False,es,Roma,2018-08-25,7.667,['Drama'],7.7,135.0,New Millennium
552,2018,2019,91,A Star Is Born,False,en,A Star Is Born,2018-10-03,7.5,"['Music', 'Drama', 'Romance']",7.6,136.0,New Millennium
553,2018,2019,91,Vice,False,en,Vice,2018-12-25,7.044,"['Comedy', 'Drama']",7.2,132.0,New Millennium
554,2019,2020,92,Ford v Ferrari,False,en,Ford v Ferrari,2019-11-13,8.011,"['Drama', 'Action', 'History']",8.1,152.0,New Millennium
555,2019,2020,92,The Irishman,False,en,The Irishman,2019-11-01,7.614,"['Crime', 'Drama', 'History']",7.8,209.0,New Millennium
556,2019,2020,92,Jojo Rabbit,False,en,Jojo Rabbit,2019-10-18,8.033,"['Comedy', 'War', 'Drama']",7.9,108.0,New Millennium
557,2019,2020,92,Joker,False,en,Joker,2019-10-01,8.166,"['Crime', 'Thriller', 'Drama']",8.4,122.0,New Millennium
558,2019,2020,92,Little Women,False,en,Little Women,2019-12-25,7.895,"['Drama', 'Romance']",7.8,135.0,New Millennium
559,2019,2020,92,Marriage Story,False,en,Marriage Story,2019-09-28,7.747,['Drama'],7.9,137.0,New Millennium
560,2019,2020,92,1917,False,en,1917,2019-12-25,7.992,"['War', 'Action', 'Drama']",8.2,119.0,New Millennium
561,2019,2020,92,Once Upon a Time… in Hollywood,False,en,Once Upon a Time… in Hollywood,2019-07-24,7.439,"['Comedy', 'Drama', 'Thriller']",7.6,161.0,New Millennium
562,2019,2020,92,Parasite,True,ko,기생충,2019-05-30,8.511,"['Comedy', 'Thriller', 'Drama']",8.5,132.0,New Millennium
563,2020,2021,93,The Father,False,en,The Father,2020-12-23,8.146,['Drama'],8.2,97.0,New Millennium
564,2020,2021,93,Judas and the Black Messiah,False,en,Judas and the Black Messiah,2021-02-12,7.347,"['Drama', 'History']",7.4,126.0,New Millennium
565,2020,2021,93,Mank,False,en,Mank,2020-11-13,6.728,"['Drama', 'History']",6.8,131.0,New Millennium
566,2020,2021,93,Minari,False,en,Minari,2021-02-12,7.359,['Drama'],7.4,115.0,New Millennium
567,2020,2021,93,Nomadland,True,en,Nomadland,2021-01-29,7.225,['Drama'],7.3,107.0,New Millennium
568,2020,2021,93,Promising Young Woman,False,en,Promising Young Woman,2020-12-13,7.45,"['Thriller', 'Crime', 'Drama']",7.5,113.0,New Millennium
569,2020,2021,93,Sound of Metal,False,en,Sound of Metal,2020-11-20,7.743,"['Drama', 'Music']",7.7,120.0,New Millennium
570,2020,2021,93,The Trial of the Chicago 7,False,en,The Trial of the Chicago 7,2020-09-25,7.721,"['Drama', 'History']",7.7,129.0,New Millennium
571,2021,2022,94,Belfast,False,en,Belfast,2021-11-12,7.112,"['Drama', 'History']",7.2,98.0,New Millennium
572,2021,2022,94,CODA,True,en,CODA,2021-08-11,7.953,"['Drama', 'Music', 'Romance']",8.0,111.0,New Millennium
573,2021,2022,94,Don't Look Up,False,en,Don't Look Up,2021-12-07,7.125,"['Comedy', 'Science Fiction', 'Drama']",7.2,138.0,New Millennium
574,2021,2022,94,Drive My Car,False,ja,ドライブ・マイ・カー,2021-08-18,7.405,['Drama'],7.5,179.0,New Millennium
575,2021,2022,94,Dune,False,en,Dune,2021-09-15,7.783,"['Science Fiction', 'Adventure']",8.0,155.0,New Millennium
576,2021,2022,94,King Richard,False,en,King Richard,2021-11-18,7.699,"['Drama', 'History']",7.5,144.0,New Millennium
577,2021,2022,94,Licorice Pizza,False,en,Licorice Pizza,2021-11-26,6.998,"['Drama', 'Comedy', 'Romance']",7.1,133.0,New Millennium
578,2021,2022,94,Nightmare Alley,False,en,Nightmare Alley,2021-12-02,6.998,"['Crime', 'Thriller', 'Drama']",7.0,150.0,New Millennium
579,2021,2022,94,The Power of the Dog,False,en,The Power of the Dog,2021-10-25,6.782,"['Drama', 'Western']",6.8,126.0,New Millennium
580,2021,2022,94,West Side Story,False,en,West Side Story,2021-12-08,7.024,"['Drama', 'Romance', 'Crime']",7.1,156.0,New Millennium
581,2022,2023,95,All Quiet on the Western Front,False,de,Im Westen nichts Neues,2022-10-07,7.737,"['Drama', 'War']",7.8,148.0,New Millennium
582,2022,2023,95,Avatar: The Way of Water,False,en,Avatar: The Way of Water,2022-12-14,7.643,"['Science Fiction', 'Adventure', 'Action']",7.6,192.0,New Millennium
583,2022,2023,95,The Banshees of Inisherin,False,en,The Banshees of Inisherin,2022-10-20,7.457,"['Drama', 'Comedy']",7.7,114.0,New Millennium
584,2022,2023,95,Elvis,False,en,Elvis,2022-06-22,7.572,"['Drama', 'Music']",7.3,159.0,New Millennium
585,2022,2023,95,Everything Everywhere All at Once,True,en,Everything Everywhere All at Once,2022-03-24,7.811,"['Action', 'Adventure', 'Science Fiction']",7.8,139.0,New Millennium
586,2022,2023,95,The Fabelmans,False,en,The Fabelmans,2022-11-11,7.692,"['Drama', 'Comedy']",7.5,151.0,New Millennium
587,2022,2023,95,Tár,False,en,TÁR,2022-09-23,7.143,"['Drama', 'Music']",7.4,158.0,New Millennium
588,2022,2023,95,Top Gun: Maverick,False,en,Top Gun: Maverick,2022-05-24,8.237,"['Action', 'Drama']",8.3,130.0,New Millennium
589,2022,2023,95,Triangle of Sadness,False,en,Triangle of Sadness,2022-09-18,7.116,"['Comedy', 'Drama']",7.3,147.0,New Millennium
590,2022,2023,95,Women Talking,False,en,Women Talking,2022-12-23,6.908,"['Drama', 'Crime']",6.9,104.0,New Millennium
